Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC
3	J Wang, U Farooq, JM Carroll	Does design rationale enhance creativity?	2013	Creativity and Rationale			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8563133309132684242	590	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:3MwzVuqRcA0C	0	0	197	222	3
3	JM Carroll, B Hoffman, H Robinson, K Han, MB Rosson	Hyperlocality and Suprathresholding in Community Network Designs	2013	CHI 2013: Human Factors in Computing Systems, Workshop on HCI in Third Places			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4539265846082963674	591	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:d4tt_xEv1X8C	0	0	0	0	3
2	L Xiao, U Farooq, JM Carroll, MB Rosson	The development of community members' roles in partnership research projects: An empirical study	2013	Journal of the American Society for Information Science and Technology 64 ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11206303352397344245	619	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:GHsHDPAyICYC	0	0	0	0	2
2	V Sharma, J Carroll, A Khune	Scaling deep social feeds at Pinterest	2013	Big Data, 2013 IEEE International Conference on			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11586213332691056819	620	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:5p9vMBpPSXYC	0	0	777	783	2
1	J Wang, JM Carroll	Microblogging practices of virtual organisations: commonalities and contrasts	2013	International Journal of Organisational Design and Engineering			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11988770544789574686	668	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:1wZ_wKGpLuwC	3	2	149	164	1
1	JM Carroll	Creativity and Rationale: The Essential Tension	2013	Creativity and Rationale			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=732506878442643171	669	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Vr2j17o0sqMC	0	0	1	10	1
0	G Van Der Veer, J Carroll	Cognitive Task Modeling	2013		Morgan & Claypool Publishers			731	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:rpSJNIKeXWsC	0	0	0	0	0
0	MK Singley, JM Carroll, SR Alpert	Incidental Reification of Goals in an Intelligent Tutor	2013	Cognitive Models and Intelligent Environments for Learning Programming				732	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:-ZoC36zw86wC	111	0	145	145	0
0	H Jiang, JM Carroll	Shared identity and personal tie in influencing cooperative behavior	2013	The Journal of Community Informatics				733	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:RJNGbXJAtMsC	10	1	0	0	0
0	H Du, H Xu, MB Rosson, JM Carroll	Effects of Fear appeals and point of reference on the persuasiveness of IT security communications	2013	Intelligence and Security Informatics (ISI), 2013 IEEE International ...				734	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:E8ajGqO0XoUC	0	0	0	0	0
0	JM Carroll, MB Rosson	Supporting authentic learning in a community network	2013	Home Informatics and Telematics: Information, Technology and Society				735	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:VBDT71xRUdcC	45	0	169	169	0
0	L Halverson	CrossRef citations Altmetric	2013	Research Quarterly for Exercise and Sport				736	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:3pYxbvHKFu8C	0	0	0	0	0
0	GAG Tech	ADMINISTRATIVE EDITOR	2013					737	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:JhbybO29vGQC	0	0	0	0	0
0	JM Carroll, MB Rosson	Community Networks: Infrastructure and models for therapeutic support.	2013	Handbook of Research on ICTs for Healthcare and Social Services				738	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:BCdnXsLIVDwC	0	0	187	207	0
0	G Abowd, A Anderson, R Anderson, L Anthony, R Banse, C Bartneck, ...	Acknowledgment to Reviewers	2013	Human–Computer Interaction				739	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:AXkvAH5U_nMC	28	0	579	579	0
228	JM Carroll	Creativity and rationale: Enhancing human experience by design	2012		Springer		https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15260004881758523866,15094708608465124554,15289117703078280799,4777176044734023070	42	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:DIubQTN3OvUC	0	0	0	0	228
46	H Xu, S Gupta, MB Rosson, JM Carroll	Measuring mobile users' concerns for information privacy	2012				https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12857571136436614493	191	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=100&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:PuOEWVtPfzwC	0	0	0	0	46
43	P Marangos, J Carroll	Oocytes progress beyond prophase in the presence of DNA damage	2012	Current Biology			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7960653439041949024	202	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Oo_WeVVXg5wC	22	11	989	994	43
41	JM Carrol	The neighborhood in the Internet: Design research projects in community informatics	2012		New York: Routledge		https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14757043897321925237	208	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:J3LtWjKFLicC	0	0	0	0	41
32	RT Carroll	The Common-Sense Philosophy of Religion of Bishop Edward Stillingfleet 1635–1699	2012		Springer Science & Business Media		https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4594941784680549335	243	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:w-fwKiQwpQAC	0	0	0	0	32
18	H Du, MB Rosson, JM Carroll	Augmenting classroom participation through public digital backchannels	2012	Proceedings of the 17th ACM international conference on Supporting group ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7050785660918846754	326	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:XDrR66g3YHsC	0	0	0	0	18
18	JM Carroll, G Convertino, U Farooq, MB Rosson	The firekeepers: aging considered as a resource	2012	Universal access in the information society			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12171629501238382298	327	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:1lhNe0rCu4AC	11	1	7	15	18
16	M Borge, CH Ganoe, SI Shih, JM Carroll	Patterns of team processes and breakdowns in information analysis tasks	2012	Proceedings of the ACM 2012 conference on Computer Supported Cooperative ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13405826554074260639	347	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:kJDgFkosVoMC	0	0	0	0	16
15	B Hoffman, H Robinson, K Han, J Carroll	CiVicinity events: pairing geolocation tools with a community calendar	2012	Proceedings of the 3rd International Conference on Computing for Geospatial ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4124142497381567025	355	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:DXE8ND7PrJAC	0	0	0	0	15
9	H Du, MB Rosson, JM Carroll	Communication patterns for a classroom public digital backchannel	2012	Proceedings of the 30th ACM international conference on Design of ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11860739103236483916	430	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Y9VhQm-5nPIC	0	0	0	0	9
3	JM Carroll, H Du, H Jiang, MB Rosson	ClassConversations: Keeping the learning conversation going	2012	Bulletin of the IEEE Technical Committee on Learning Technology			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3103037818310319272	592	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:BAanoTsO0WEC	14	4	39	42	3
2	S Zhang, H Jiang, JM Carroll	Babel or great wall: Social media use among chinese students in the United States	2012	Proceedings of the 30th ACM international conference on Design of ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10169374307728885457	621	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:6ZzL7HXColQC	0	0	0	0	2
2	JM Daughtry III, JM Carroll	Perceived self-efficacy and APIs	2012	Programming interest group p			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10514798897359299685	622	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:2v_ZtQDX9iAC	42	0	0	0	2
1	H Du, MB Rosson, JM Carroll	CaféCommons: An Exploratory Study of Public Commenting in a University Café	2012	CIIT'12: The 7th IASTED International Conference on Communication, Internet ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9828260526525311218	670	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:UuEBAcK4md4C	0	0	0	0	1
0	H Lee, W Xu, J Lan, Q Liu, FP de Andrade, X Tan	CrossRef citations Altmetric	2012	School Effectiveness and School Improvement				740	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:OBSaB-F7qqsC	23	4	0	0	0
0	R Commins, J Carroll, T Wharton, G Fitzpatrick, S Fleming	Characters in search of an audience: linguistic and non linguistic features of the construction of context in twitter utterances	2012	COGNITIVE PROCESSING 13, S57-S				741	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:B2rIPIGFPLEC	57	0	0	0	0
0	J Blomberg, J Carroll	Practice-based Design of Services	2012		Morgan & Claypool Publishers			742	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Weau3kkTRIMC	0	0	0	0	0
0	DJ Gilmore, AE Sklar, J Carroll	Contemporary Issues in User-centered Design	2012		Morgan & Claypool Publishers			743	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:vnF2_uLGgtgC	0	0	0	0	0
0	J Carroll	Signalling pathways in oocyte maturation and fertilization	2012	Human Reproduction 27, ii82–ii				744	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Kv9jytqXTosC	82	0	0	0	0
0	D Wixon, J Ramey, J Carroll	Usability Engineering II: Engineering for the Next Generation of Customers, Products, and Communities	2012		Morgan & Claypool Publishers			745	3/9/2017	Book			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:7VEv-pLvLSsC	0	0	0	0	0
0	H Sinha, MB Rosson, S Clark, J Carroll	Making use visible: an activity oriented study of information technology use among high school teachers	2012	Society for Information Technology & Teacher Education International ...				746	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:sszUF3NjhM4C	0	0	0	0	0
0	PM Bach, H Jiang, JM Carroll	Sharing Usability Information	2012					747	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Gs1AF5H0x94C	0	0	0	0	0
228	H Xu, XR Luo, JM Carroll, MB Rosson	The personalization privacy paradox: An exploratory study of decision making process for location-aware marketing	2011	Decision support systems			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15148881450348533905	43	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:oNZyr7d5Mn4C	51	1	42	52	228
50	L Morin, K Lim, S Bly, K Butt, YM Cargill, G Davies, N Denis, R Gagnon, ...	Ultrasound in twin pregnancies	2011	Journal of Obstetrics and Gynaecology Canada			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2379311090859559407	175	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=100&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:8gBurD7jEYQC	33	6	643	656	50
40	G Convertino, HM Mentis, A Slavkovic, MB Rosson, JM Carroll	Supporting common ground and awareness in emergency management planning: A design research project	2011	ACM Transactions on Computer-Human Interaction (TOCHI)			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10522016241814889143	212	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:silx2ntsSuwC	18	4	22	22	40
35	MB Rosson, JM Carroll, H Sinha	Orientation of undergraduates toward careers in the computer and information sciences: Gender, self-efficacy and social support	2011	ACM Transactions on Computing Education (TOCE)			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=209294066218909868	234	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:Br1UauaknNIC	11	3	14	14	35
24	S Zhang, H Jiang, JM Carroll	Integrating online and offline community through facebook	2011	Collaboration Technologies and Systems (CTS), 2011 International Conference ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=774936546508664825	285	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:6bLC7aUMtPcC	0	0	0	0	24
13	J Wang, JM Carroll	Behind Linus's law: A preliminary analysis of open source software peer review practices in Mozilla and Python	2011	Collaboration Technologies and Systems (CTS), 2011 International Conference ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601913595852737897	375	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:MpfHP-DdYjUC	0	0	0	0	13
8	JM Carroll, MA Horning, B Hoffman, CH Ganoe, HR Robinson, ...	Visions, participation and engagement in new community information infrastructures	2011	The Journal of Community Informatics			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8036522332110170472	448	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:rTD5ala9j4wC	7	3	0	0	8
7	JM Carroll, M Horning, B Hoffman, C Ganoe, H Robinson, MB Rosson	Community network 2.0: visions, participation, and engagement in new information infrastructures	2011	International Symposium on End User Development			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11733858128326572454	470	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:kw52XkFRtyQC	0	0	270	275	7
6	MB Rosson, E Thiry, D Zhao, JM Carroll	Teachers as designers: Enabling teachers to specify dynamic web programming projects for students	2011	International Symposium on End User Development			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5223943932466469215	500	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:pAkWuXOU-OoC	0	0	233	238	6
6	JM Carroll, H Jiang, MB Rosson, SI Shih, J Wang, L Xiao, D Zhao	Supporting activity awareness in computer-mediated collaboration	2011	Collaboration Technologies and Systems (CTS), 2011 International Conference ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5645683639266791613	501	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:v1_lew4L6wgC	0	0	0	0	6
5	MB Rosson, E Thiry, D Zhao, JM Carroll	Developing an online community for women in computer and information sciences: A design rationale analysis	2011	System Sciences (HICSS), 2011 44th Hawaii International Conference on			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10551015161431347265	528	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:FiytvqdAVhgC	0	0	1	10	5
4	JM Carroll, PL Isenhour	Moving from MOOsburg	2011	International Journal of Web Based Communities			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2828866529372480406	563	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:gKiMpY-AVTkC	7	1	4	27	4
3	JM Carroll, J Wang	Designing Effective Virtual Organizations as Sociotechnical Systems	2011	System Sciences (HICSS), 2011 44th Hawaii International Conference on			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7787101419738076821	593	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:PaBasH6fAo0C	0	0	1	10	3
3	JM Carroll	Creativity and rationale in software design	2011	Human Technology			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7760182012659658733	594	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=500&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:DkZNVXde3BIC	7	2	106	108	3
2	J Wang, JM Carroll	Beyond fixing bugs: case studies of creative collaboration in open source software bug fixing processes	2011	Proceedings of the 8th ACM conference on Creativity and cognition			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2637222222815680720	623	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=600&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:KaMxkj08jr0C	0	0	397	398	2
0	L Aarts, MD Abel, BS Abella, DH Adams, A Agrawal, S Akin, A Al-Farqani, ...	Avino, F., e5, e20 Avram, MJ, 950 Awad, H., 391 Aydin, U., 637 Ayoub, CM, 207	2011	Journal of Cardiothoracic and Vascular Anesthesia				748	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:xa5BkEQK8BgC	25	6	1227	1245	0
0	I Nabti, J Carroll	MPF and MAPK are required for inhibiting premature destruction of the APC D-box substrates in mouse oocytes.	2011	MOLECULAR BIOLOGY OF THE CELL				749	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=700&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:qhW0HyKmSusC	22	0	0	0	0
57	I Aedo, P Díaz, JM Carroll, G Convertino, MB Rosson	End-user oriented strategies to facilitate multi-organizational adoption of emergency management information systems	2010	Information processing & management			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14966057858288369792	162	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=100&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:ML0RJ9NH7IQC	46	1	11	21	57
25	JM Carroll	Conceptualizing a possible discipline of human–computer interaction	2010	Interacting with Computers			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=557667618217834281	279	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:nVrZBo8bIpAC	22	1	3	12	25
23	M Willson	Technology, networks and communities: An exploration of network and community theory and technosocial forms	2010	Information, Communication & Society			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16832282706347085768	291	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:jq04SsiGh3QC	13	5	747	764	23
23	S Zhang, H Jiang, JM Carroll	Social identity in Facebook community life	2010	IGI Global			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12105529811779326167	292	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=200&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:7wO8s98CvbsC	0	0	64	76	23
19	CH Ganoe, HR Robinson, MA Horning, X Xie, JM Carroll	Mobile awareness and participation in community-oriented activities	2010	Proceedings of the 1st International Conference and Exhibition on Computing ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14482392701284728591	319	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:ZzlSgRqYykMC	0	0	0	0	19
18	U Farooq, JM Carroll, CH Ganoe	Designing for creativity in computer-supported cooperative work	2010	Interdisciplinary Perspectives on E-Collaboration: Emerging Trends and ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7722910950367115357	328	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:anf4URPfarAC	0	0	0	0	18
15	PM Bach, JM Carroll	Characterizing the dynamics of open user experience design: The cases of Firefox and OpenOffice. org	2010	Journal of the Association for Information Systems			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10128652447021668058	356	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=300&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:P7Ujq4OLJYoC	11	12	902	902	15
11	JM Carroll	Beyond being social: Prospects for transformative social computing	2010	Communications of the Association for Information Systems			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12859753594775253574	402	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:WC23djZS0W4C	27	1	34	34	11
9	P Díaz, I Aedo, MB Rosson, JM Carroll	A visual tool for using design patterns as pattern languages	2010	Proceedings of the International Conference on Advanced Visual Interfaces			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15769663289597377	431	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:OTTXONDVkokC	0	0	67	74	9
7	H Jiang, C Ganoe, JM Carroll	Four requirements for digital case study libraries	2010	Education and Information Technologies			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11268380863808065939	471	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:yFnVuubrUp4C	15	3	219	236	7
7	M Borge, JM Carroll	Using collaborative activity as a means to explore student performance and understanding	2010	Proceedings of the 9th International Conference of the Learning Sciences ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1474018291945698852	472	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:CaZNVDsoPx4C	0	0	0	0	7
7	H Sinha, MB Rosson, J Carroll, H Du	Toward a professional development community for teachers	2010	Proceedings of Society for Information Technology & Teacher Education ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4451107796208082002	473	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:artPoR2Yc-kC	0	0	0	0	7
7	J Wang, U Farooq, JM Carroll	Does design rationale enhance creativity?	2010	Human Technology: An Interdisciplinary Journal on Humans in ICT Environments			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15686076402676131794	474	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7Mg8JZMAAAAJ&cstart=400&pagesize=100&citation_for_view=7Mg8JZMAAAAJ:PYBJJbyH-FwC	0	0	0	0	7
