Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC
0	J Tay	Extracellular Polymeric Substances in Fouling Layer	2006	Separation science and technology				262	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:JoZmwDi-zQgC	0	0	1467	1474	0
598	M Murata, D Lee, M Mani, K Kawaguchi	Taxonomy of XML schema languages using formal language theory	2005	ACM Transactions on Internet Technology (TOIT)			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4607544927772774853	1	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:u5HHmVD_uO8C	5	4	660	704	598
140	E Elmacioglu, D Lee	On six degrees of separation in DBLP-DB and more	2005	ACM SIGMOD Record			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4275845104913674138	6	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:IjCSPb-OGe4C	34	2	33	40	140
120	P Mitra, J Kang, D Lee, B On	Comparative study of name disambiguation problem using a scalable blocking-based framework	2005	Digital Libraries, 2005. JCDL'05. Proceedings of the 5th ACM/IEEE-CS Joint ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11041671143843507279	9	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:zYLM7Y9cAGgC	0	0	0	0	120
89	SC Oh, BW On, EJ Larson, D Lee	BF*: Web services discovery and composition as graph search problem	2005	e-Technology, e-Commerce and e-Service, 2005. EEE'05. Proceedings. The 2005 ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=200280285340093185	18	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:eQOLeE2rZwMC	0	0	0	0	89
88	D Lee, BW On, J Kang, S Park	Effective and scalable solutions for mixed and split citation problems in digital libraries	2005	Proceedings of the 2nd international workshop on Information quality in ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15470681142259784085	19	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:YsMSGLbcyi4C	0	0	0	0	88
75	A Al-Lawati, D Lee, P McDaniel	Blocking-aware private record linkage	2005	Proceedings of the 2nd international workshop on Information quality in ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11160705550515727989	20	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:YOwf2qJgpHMC	0	0	0	0	75
19	YH Lu, Y Hong, J Varia, D Lee	Pollock: automatic generation of virtual web services from web sites	2005	Proceedings of the 2005 ACM symposium on Applied computing			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11299009224384766745	59	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:7PzlFSSx8tAC	0	0	1650	1655	19
13	J Kang, TS Han, D Lee, P Mitra	Establishing value mappings using statistical models and user feedback	2005	Proceedings of the 14th ACM international conference on Information and ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2245869408208926369	68	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:R3hNpaxXUhUC	0	0	0	0	13
11	J Kang, D Lee, P Mitra	Identifying value mappings for data integration: An unsupervised approach	2005	International Conference on Web Information Systems Engineering			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2569295556745952933	74	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:maZDTaKrznsC	0	0	544	551	11
9	D Lee, W Mao, H Chiu, WW Chu	Designing triggers with trigger-by-example	2005	Knowledge and information Systems			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11225595259365345571	84	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:_Qo2XoVZTnwC	7	1	110	134	9
7	X Zhang, B Wang, , B Wang	Plasma display panel	2005	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1307531792376771849,7415444410244785260,10850490453556383001,1539978879327604158,10135525407416869354,4612465705369527283,6945595560946141080,5652740341648844554,15901530614934237679,18260234009865031458,3068971496846118933,11766244592114424089	92	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:FiDtFDW-5cwC	867	0	546	546	7
6	B Luo, D Lee, WC Lee, P Liu	Deep Set Operators for XQuery.	2005	XIME-P			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13787794138619303476	96	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:TFP_iSt0sucC	0	0	0	0	6
5	SC Oh, D Lee, SRT Kumara	Misq: a framework to analyze and optimize web service composition in business service networks	2005	International Journal of Cases on Electronic Commerce (IJCEC)			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5109543977577885317	108	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:RGFaLdJalmkC	1	4	35	55	5
5	P Grison	Automated system for filling in and delivering offence tickets	2005	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8861548208222168534	109	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:In6cVmBjs0IC	923	0	368	368	5
5	JH Cheong, JM Kim, KH Bak, CH Kim	Correlation between cerebral vasospasm after subarachnoid hemorrhage and intercellular adhesion molecule-1 levels in serum and cerebrospinal fluid	2005	J Korean Med Sci			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17790530782977230483	110	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:00hq1xGbIBsC	38	0	1	1	5
4	SC Oh, D Lee, S Kumara	Flexible Web Services Discovery and Composition using SATPlan and A* Algorithms	2005	Modeling Decisions for Artificial Intelligence Conference			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7623963459230538467	128	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:YFjsv_pBGBYC	0	0	0	0	4
3	SC Oh, D Lee, S Kumara	MISQ: a UML-based analytical modeling methodology for optimizing web service composition	2005	Proceedings of the IEEE EEE05 international workshop on Business services ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8212356911416851903	154	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:pqnbT2bcN3wC	0	0	0	0	3
2	JH Seo, YO Seong, JH Bae, SY Jeong, BC Ahn, J Lee, KB Lee	Simultaneous visualization of the sublingual thyroid and lactating breasts with Tc-99m pertechnetate scintigraphy	2005	Korean Journal of Nuclear Medicine			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14816708339700826861,8127353630907112083	175	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:m3qmCiZbkwYC	39	6	489	490	2
1	SY Lee, S Park, WC Kim, D Lee	An efficient location encoding method based on hierarchical administrative district	2005	International Conference on Database and Expert Systems Applications			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1636902054189531362	208	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:yD5IFk8b50cC	0	0	890	899	1
1	RG Capurso, JM Papa, SW Stephenson, , SW Stephenson	Hand-held programmer for programmable liquid crystal display	2005	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8704031098865459738	209	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:5s9rAH04UEoC	908	0	33	33	1
1	RH Cormack, DA Goldberg, , DA Goldberg	Hitless tuning apparatus and methods for add/drop filters	2005	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8341406512173390625	210	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:cAUKuAERoUMC	888	0	976	976	1
0	MD Long, MD Long	LCD and methods and systems for same	2005	US Patent 6				263	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:ye4kPcJQO24C	975	0	372	372	0
0	SR Swain, ㆍTai, S Lee, ㆍDong, W Lee	EFFECTIVE RISK AND BUSINESS MANAGEMENT FOR A PPP PROJECT	2005	대한토목학회 학술대회				264	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Mcwu-Xr7Gf8C	0	0	4773	4776	0
0	AHF Laender, D Lee	Report on the 6th ACM International Workshop on Web Information and Data Management (WIDM 2004) held at CIKM 2004	2005	ACM SIGIR Forum				265	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:K3LRdlH-MEoC	39	1	31	33	0
0	G Marks, T Goodwin, A Durbach, J Davis, S Maddison, M Davis	Peer Reviewed	2005	Indigenous Law Bulletin				266	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:jQdzyB-Dl8gC	6	11	0	0	0
0	SJ Choi, KJ Lee, C Ji, JG Ahn, HC Choi, MC Kim	Efficacy of Thalamotomy and Thalamic Deep Brain Stimulation for the Treatment of Head Tremor	2005	Journal of Korean Neurosurgical Society				267	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:IMJZBBnUFLgC	37	5	325	328	0
0	B Kahng	Avalanche dynamics in complex networks	2005	APS Meeting Abstracts				268	3/9/2017	Abstract			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:u_mOZUIutIEC	1	0	24011	24011	0
0	K Shibuya, K Takase, T Shibata, S Shinzawa, T Matsuura, H Aizawa, ...	Laser module for bar code reader	2005	US Patent 6				269	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:25zTQ8aaf3EC	837	0	434	434	0
0	AC England	Preionization in the Hanbit tandem mirror	2005	Fusion science and technology 47 (1T)				270	3/9/2017	Book chapter			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:NRnkAyzcrGMC	0	0	120	123	0
0	SC Oh, EJ Larson, D Lee, S Kumara	A Family of Bloom Filter Based A* Algorithms for Large-Scale Web Services Composition Problem	2005					271	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:b0M2c_1WBrUC	0	0	0	0	0
119	B Luo, D Lee, WC Lee, P Liu	QFilter: fine-grained run-time XML access control via NFA-based query rewriting	2004	Proceedings of the thirteenth ACM international conference on Information ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7053879190365235709	10	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Tyk-4Ss8FVUC	0	0	0	0	119
35	Y Hong, BW On, D Lee	System support for name authority control problem in digital libraries: OpenDBLP approach	2004	International Conference on Theory and Practice of Digital Libraries			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5539025364307484011	41	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:kNdYIx-mwKoC	0	0	134	144	35
12	BW On, D Lee	PaSE: Locating online copy of scientific documents effectively	2004	International Conference on Asian Digital Libraries			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8932457891493238442	70	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:hC7cP41nSMkC	0	0	408	418	12
8	O Parrault, O Parrault	Contact-free display peripheral device for contact-free portable object	2004	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=415051679787644081	89	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:tz746QTLzJkC	799	0	721	721	8
7	D Lee, D Srivastava	Counting relaxed twig matches in a tree	2004	International Conference on Database Systems for Advanced Applications			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8058457116052367330	93	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:iH-uZ7U-co4C	0	0	88	99	7
2	YB Kim, CH Lee, JB Kim, G tai Kim, JS Hong	Empirical analysis for individual behavior of impatient customers in a call center	2004	Asian Simulation Conference			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1522268755433455213	176	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:IQkZ9KeEy60C	0	0	334	342	2
2	H Dong, W Wang, PD Lee	Simulation of the ther-mal history dependence of primary spacing during direction-al solidification	2004	Superalloys			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16778043479091313759	177	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Q7MrCZSQ2BMC	2000	0	925	931	2
2	KC Sinha, CT Hendrickson, EC Sullivan, E Lerner-Lam, LF Cohn	Applications of Advanced Technologies in Transportation: Lessons Learned and Future Directions	2004	Applications of Advanced Technologies in Transportation Engineering			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4683079412726265607,15619474053127858153	178	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:ePH0Sox-uRAC	0	2004	1	6	2
1	SIM Kwee-Bo, KIM Ji-Yoon, LEE Dong-Wook	Game theory based co-evolutionary algorithm (GCEA) for solving multiobjective optimization problems	2004	IEICE TRANSACTIONS on Information and Systems			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18339419912213371073	211	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Lo8V22OuN40C	87	10	2419	2425	1
0	TK Oh, NC Ha, BH Oh, , BH Oh, , , BH Oh	Thermostable phytase with 2.1 Å... crystal structure	2004	US Patent 6				272	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Y20HiHuZk70C	808	0	909	909	0
0	YK Lee, YH Chang, SY Woo	Articles: The Seedling Growth, Chlorophyll Contents and Photosynthesis in Different Sites in La Mesa Watershed, Philippines	2004	한국임학회지				273	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:hzzPUFEODy8C	93	6	349	354	0
69	M Mani, D Lee	XML to relational conversion using theory of regular tree grammars	2003	Efficiency and Effectiveness of XML Tools and Techniques and Data ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9354168447175029618	22	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:ufrVoPGSRksC	0	0	0	0	69
64	D Lee, M Mani, WW Chu	Schema Conversion Methods between XML and Relational Models.	2003	Knowledge Transformation for the Semantic Web			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11717348493286406189	26	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Se3iqnhoufwC	95	0	1	17	64
27	D Lee, WC Lee, P Liu	Supporting XML security models using relational databases: a vision	2003	International XML Database Symposium			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7599110459622588422	49	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:aqlVkmm33-oC	0	0	267	281	27
26	M Adachi, M Tsumura, I Hiyama, T Minemura, , T Minemura	Luminous intensity distribution control device and display having the same	2003	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14850030606788317639,12047702959439535239,2774565802248516039	51	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:XiVPGOgt02cC	650	0	472	472	26
6	KJ Reasoner, RL Gardner Jr, RA Irwin, , RA Irwin	Method and apparatus for illumination control to increase the manufacturing yield for a bar code and position reference reader in a mass storage auto-changer	2003	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15672160418920729200	97	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:VaXvl8Fpj5cC	557	0	764	764	6
5	문한영， 김홍삼， 최두선	콘크리트 종류별 모세관공극 특성과 전위차 염소이온 확산계수	2003	대한토목학회 논문집			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1695711400586176646	111	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:nTyZjEucDncC	23	5	969	976	5
4	S Youngwan, S Jongheon, JL Burm, SL Dong	Two biophenolic glycosides from Portulaca oleracea	2003	Journal of the Korean Chemical Society			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16160912115761954857	129	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:nZtlP1Cc3DIC	47	1	43	46	4
4	SD Lee, JH Joo, GH Lee, KT Lee, MJ Oh	Antimicrobial activity of gluten hydrolysate with Asp. saitoi protease	2003	Journal of the Korean Society of Food Science and Nutrition			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8975261523991190126	130	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:-mN3Mh-tlDkC	32	5	745	751	4
3	D Lee, M Mani, WW Chu	Solving schema conversion problem between XML and relational models: Semantic approach	2003	Technical report, University of California, University of California, USA			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4503479226499650816	155	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:D03iK_w7-QYC	0	0	0	0	3
1	SB Koh, YS Choi, JB Park, CH Jeon, TS Lee	The Relationship between the Expressions of Common MAGE Gene Productions and the Infection of Human Papillomavirus 16, 18 type in the Cervical Swabs from the Patients of Cervical Neoplasia	2003	Korean Journal of Obstetrics and Gynecology			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6960480809163465182	212	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:5F1dSjz1ScoC	46	12	2466	2472	1
0	J Hong	Postoperative Complications and Their Management	2003	Journal of the Korean Association of Pediatric Surgeons				274	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Ow2R9nchCv8C	9	2	145	147	0
0	KR Lee, DC Park, X Lin, S Eslava	Data Mining for High Dimensional Data in Drug Discovery and Development	2003	Genomics & Informatics				275	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:irE4lMk4wWMC	1	2	65	74	0
145	D Lee, M Mani, F Chiu, WW Chu	NeT & CoT: translating relational schemas to XML schemas using semantic constraints	2002	Proceedings of the eleventh international conference on Information and ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16848599249671940301	5	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:9yKSN-GCB0IC	0	0	0	0	145
37	D Lee	Query relaxation for xml model	2002	University of California Los Angeles			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15178369209823494510	40	3/9/2017				https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:5nxA0vEk-isC	0	0	0	0	37
35	D Lee, M Mani, WW Chu	Effective Schema Conversions between XML and Relational Models	2002	Transformation for the Semantic Web KTSW 2002			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11238053226799912642	42	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:KlAtU1dfN6UC	21	0	3	3	35
22	A Biliris, G Hjalmtysson, HV Jagadish, MA Jones, D Lee, IS Mumick, ...	Declarative message addressing	2002	US Patent 6			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17556430778784213131	55	3/9/2017	Patent			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:qUcmZB5y_30C	438	0	608	608	22
6	D Lee, M Mani, F Chiu, WW Chu	NeT and CoT: inferring XML schemas from relational world	2002	Data Engineering, 2002. Proceedings. 18th International Conference on			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11755642640043671196	98	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:bEWYMUwI8FkC	267	0	0	0	6
4	KOO Young-Pil, CHO Yong-Joo, LEE Deug-Woo	3-Dimensional elastohydrodynamic lubrication analysis on the cam-roller contact with consideration of roller profiling	2002	JSME International Journal Series C Mechanical Systems, Machine Elements and ...			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18102992419204215270	131	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=100&pagesize=100&citation_for_view=MzL-WnEAAAAJ:f36TrmluGJsC	0	0	0	0	4
0	JS Lee, HS Son, CH Song, HJ Kim, JK Park, TH Paik, JW Suhr, CH Kim, ...	Dysregulated Production of IFN-g, IL-12, and IL-10 by Peripheral Blood Mononuclear Cells from Early Active Pulmonary and Multidrug-Resistant Tuberculosis Patients	2002	Journal of Bacteriology and Virology				276	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:xdWr7vBG5PQC	32	2	211	220	0
0	J Driscoll, V Sick, RL Farrow, PE Schrader	Corrections for quantitative NO concentration measurements using time-resolved picosecond laser-induced fluorescence	2002	Laser Applications to Chemical and Environmental Analysis, SaC				277	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:iw8yXCQF3REC	1	0	0	0	0
0	B Jimenez	Sludge Management: Regulation, Treatment, Utilisation and Disposal: Selected Proceedings of the IWA Specialized Conference, Held in Acapulco, Mexico, 25-27 October 2001	2002	International Water Assn				278	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:3eH_u9Md8IkC	46	10	0	0	0
0	손용근， 강규식， 심창용， 최정식， 이두연， 홍성연	자기조립법을 이용한 전도성고분자 PEDiTT 박막의 제조	2002	Polymer (Korea)				279	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&cstart=200&pagesize=100&citation_for_view=MzL-WnEAAAAJ:Qovp55VTycgC	26	5	589	598	0
123	M Mani, D Lee, RR Muntz	Semantic data modeling using XML schemas	2001	International Conference on Conceptual Modeling			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9358211629248270329	8	3/9/2017	Conference paper			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:UeHWp8X0CEIC	0	0	149	163	123
115	D Lee, WW Chu	CPI: constraints-preserving inlining algorithm for mapping XML DTD to relational schema	2001	Data & Knowledge Engineering			https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10341288231223013502	11	3/9/2017	Journal article			https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MzL-WnEAAAAJ&pagesize=100&citation_for_view=MzL-WnEAAAAJ:2osOgNQ5qMEC	39	1	3	25	115
